Date,Open,High,Low,Close,Volume,Adj Close
"Dec 1, 2008","8,826.90","8,827.10","8,141.40","8,149.10","3,210,100","8,149.10"
"Nov 24, 2008","8,048.10","8,599.00","8,048.10","8,443.40","4,918,900","8,443.40"
"Nov 17, 2008","8,494.80","8,571.30","8,246.90","8,273.60","2,782,200","8,273.60"
"Nov 10, 2008","8,946.60","9,159.60","8,760.50","8,870.50","2,212,300","8,870.50"
"Nov 3, 2008","9,326.00","9,410.60","9,255.50","9,319.80","1,809,700","9,319.80"
"Oct 27, 2008","8,375.90","8,599.10","8,143.60","8,175.80","2,811,800","8,175.80"
"Oct 20, 2008","8,852.30","9,266.60","8,852.20","9,265.40","2,414,000","9,265.40"
"Oct 13, 2008","8,462.40","9,428.00","8,462.20","9,387.60","3,992,900","9,387.60"
"Oct 6, 2008","10,322.50","10,322.80","9,525.30","9,955.50","3,914,600","9,955.50"
"Sep 29, 2008","11,139.60","11,139.90","10,365.50","10,365.50","3,859,400","10,365.50"
"Sep 22, 2008","11,394.40","11,394.60","10,992.20","11,015.70","2,132,100","11,015.70"
"Sep 15, 2008","11,416.40","11,416.50","10,917.50","10,917.50","4,329,700","10,917.50"
"Sep 8, 2008","11,224.90","11,570.70","11,224.80","11,510.70","2,730,000","11,510.70"
"Aug 25, 2008","11,626.20","11,626.30","11,362.60","11,386.30","1,486,100","11,386.30"
"Aug 18, 2008","11,659.70","11,690.40","11,434.10","11,479.40","1,562,900","11,479.40"
"Aug 11, 2008","11,729.70","11,867.10","11,675.50","11,782.40","1,831,900","11,782.40"
"Aug 4, 2008","11,326.30","11,382.20","11,221.50","11,284.20","1,702,500","11,284.20"
"Jul 28, 2008","11,369.50","11,369.60","11,125.10","11,131.10","1,975,500","11,131.10"
"Jul 21, 2008","11,495.00","11,559.70","11,423.90","11,467.30","2,128,500","11,467.30"
"Jul 14, 2008","11,103.60","11,239.00","11,003.70","11,055.20","2,053,600","11,055.20"
"Jul 7, 2008","11,289.20","11,399.10","11,120.70","11,232.00","2,482,400","11,232.00"
"Jun 30, 2008","11,345.70","11,437.30","11,287.60","11,350.00","2,822,100","11,350.00"
"Jun 23, 2008","11,843.80","11,987.00","11,731.10","11,842.40","1,828,700","11,842.40"
"Jun 16, 2008","12,306.90","12,319.70","12,212.30","12,269.10","2,221,400","12,269.10"
"Jun 9, 2008","12,210.10","12,331.90","12,195.30","12,280.30","2,663,500","12,280.30"
"Jun 2, 2008","12,637.70","12,638.10","12,427.80","12,503.80","1,990,900","12,503.80"
"May 19, 2008","12,985.40","13,136.70","12,963.80","13,028.20","1,937,700","13,028.20"
"May 12, 2008","12,745.60","12,904.20","12,740.50","12,876.30","1,981,100","12,876.30"
"May 5, 2008","13,056.60","13,058.50","12,939.70","12,969.50","1,978,100","12,969.50"
"Apr 28, 2008","12,890.80","12,938.80","12,857.50","12,871.80","2,223,000","12,871.80"
"Apr 21, 2008","12,850.90","12,850.90","12,751.20","12,825.00","1,924,000","12,825.00"
"Apr 14, 2008","12,324.80","12,367.60","12,280.40","12,302.10","2,160,100","12,302.10"
"Apr 7, 2008","12,612.60","12,733.70","12,583.30","12,612.40","1,980,700","12,612.40"
"Mar 31, 2008","12,215.90","12,326.50","12,176.10","12,262.90","2,736,100","12,262.90"
"Mar 24, 2008","12,362.00","12,622.10","12,362.00","12,548.60","2,643,200","12,548.60"
"Mar 17, 2008","11,946.50","12,076.20","11,756.60","11,972.30","3,828,900","11,972.30"
"Mar 10, 2008","11,893.00","11,926.50","11,731.60","11,740.20","3,120,200","11,740.20"
"Mar 3, 2008","12,264.40","12,281.40","12,161.10","12,258.90","2,597,300","12,258.90"
"Feb 25, 2008","12,380.80","12,584.60","12,341.00","12,570.20","2,886,000","12,570.20"
"Feb 11, 2008","12,181.90","12,252.10","12,069.50","12,240.00","2,681,000","12,240.00"
"Feb 4, 2008","12,743.10","12,749.80","12,621.80","12,635.20","2,374,100","12,635.20"
"Jan 28, 2008","12,205.70","12,386.00","12,112.10","12,383.90","2,789,900","12,383.90"
"Jan 14, 2008","12,613.80","12,794.60","12,613.70","12,778.20","2,453,700","12,778.20"
"Jan 7, 2008","12,801.20","12,884.20","12,733.80","12,827.50","3,067,000","12,827.50"
"Dec 31, 2007","13,364.20","13,364.70","13,246.50","13,264.80","1,672,400","13,264.80"
"Dec 24, 2007","13,450.70","13,563.50","13,449.30","13,550.00","864,000","13,550.00"
"Dec 17, 2007","13,339.20","13,339.50","13,158.40","13,167.20","2,434,000","13,167.20"
"Dec 10, 2007","13,623.60","13,754.00","13,623.60","13,727.00","1,902,200","13,727.00"
"Dec 3, 2007","13,368.20","13,407.20","13,296.30","13,314.60","2,121,700","13,314.60"
"Nov 26, 2007","12,980.00","13,037.30","12,724.10","12,743.40","2,656,100","12,743.40"
"Nov 19, 2007","13,176.30","13,176.30","12,937.60","12,958.40","2,857,900","12,958.40"
"Nov 12, 2007","13,039.20","13,162.60","12,981.00","12,987.60","2,919,800","12,987.60"
"Nov 5, 2007","13,592.60","13,618.30","13,446.90","13,543.40","2,595,900","13,543.40"
"Oct 29, 2007","13,807.40","13,901.40","13,805.30","13,870.30","2,079,300","13,870.30"
"Oct 22, 2007","13,521.60","13,587.20","13,407.50","13,567.00","2,294,400","13,567.00"
"Oct 15, 2007","14,092.40","14,118.50","13,904.30","13,984.80","2,204,900","13,984.80"
"Oct 8, 2007","14,065.40","14,068.00","14,009.70","14,043.70","1,164,200","14,043.70"
"Oct 1, 2007","13,895.70","14,115.50","13,893.50","14,087.60","2,057,200","14,087.60"
"Sep 24, 2007","13,821.60","13,874.40","13,750.90","13,759.10","2,366,900","13,759.10"
"Sep 17, 2007","13,442.00","13,451.50","13,362.40","13,403.40","1,697,100","13,403.40"
"Sep 10, 2007","13,116.40","13,207.20","13,021.90","13,127.90","2,217,600","13,127.90"
"Aug 27, 2007","13,377.20","13,387.30","13,305.60","13,322.10","1,524,400","13,322.10"
"Aug 20, 2007","13,079.10","13,181.70","12,982.80","13,121.40","2,318,000","13,121.40"
"Aug 13, 2007","13,239.50","13,338.20","13,219.50","13,236.50","2,152,600","13,236.50"
"Aug 6, 2007","13,183.10","13,470.20","13,158.60","13,468.80","3,118,100","13,468.80"
"Jul 30, 2007","13,266.20","13,397.70","13,219.10","13,358.30","2,954,500","13,358.30"
"Jul 23, 2007","13,851.70","13,974.00","13,851.70","13,943.40","2,374,500","13,943.40"
"Jul 16, 2007","13,907.10","13,989.10","13,895.00","13,951.00","2,090,600","13,951.00"
"Jul 9, 2007","13,612.70","13,670.50","13,609.00","13,650.00","1,928,400","13,650.00"
"Jul 2, 2007","13,409.60","13,537.90","13,409.50","13,535.40","1,964,100","13,535.40"
"Jun 25, 2007","13,360.10","13,488.80","13,299.80","13,352.10","2,517,200","13,352.10"
"Jun 18, 2007","13,639.00","13,667.90","13,608.80","13,613.00","1,743,800","13,613.00"
"Jun 11, 2007","13,424.40","13,478.10","13,381.60","13,425.00","1,833,000","13,425.00"
"Jun 4, 2007","13,667.20","13,690.40","13,618.80","13,676.30","1,778,300","13,676.30"
"May 21, 2007","13,556.50","13,586.00","13,529.10","13,542.90","2,155,500","13,542.90"
"May 14, 2007","13,325.80","13,383.80","13,297.00","13,346.80","1,996,200","13,346.80"
"May 7, 2007","13,264.10","13,317.70","13,260.80","13,313.00","2,061,900","13,313.00"
"Apr 30, 2007","13,120.20","13,162.10","13,061.50","13,062.90","2,640,900","13,062.90"
"Apr 23, 2007","12,962.00","12,983.90","12,916.60","12,919.40","2,232,900","12,919.40"
"Apr 16, 2007","12,611.60","12,731.20","12,611.30","12,720.50","2,250,200","12,720.50"
"Apr 9, 2007","12,562.60","12,593.60","12,555.30","12,569.10","1,915,900","12,569.10"
"Apr 2, 2007","12,354.50","12,395.00","12,324.30","12,382.30","2,094,200","12,382.30"
"Mar 26, 2007","12,480.40","12,486.80","12,367.20","12,469.10","2,199,600","12,469.10"
"Mar 19, 2007","12,110.40","12,234.70","12,110.40","12,226.20","2,084,800","12,226.20"
"Mar 12, 2007","12,275.70","12,350.00","12,246.50","12,318.60","2,195,800","12,318.60"
"Mar 5, 2007","12,111.60","12,188.80","12,039.10","12,050.40","2,787,700","12,050.40"
"Feb 26, 2007","12,647.90","12,697.20","12,608.50","12,632.30","2,300,800","12,632.30"
"Feb 12, 2007","12,580.10","12,607.50","12,536.20","12,552.60","1,749,800","12,552.60"
"Feb 5, 2007","12,653.40","12,681.20","12,629.90","12,661.70","2,041,400","12,661.70"
"Jan 29, 2007","12,487.10","12,542.70","12,481.50","12,490.80","2,345,100","12,490.80"
"Jan 22, 2007","12,565.50","12,572.60","12,450.90","12,477.20","2,934,000","12,477.20"
"Jan 8, 2007","12,392.00","12,445.90","12,337.40","12,423.50","2,235,000","12,423.50"
"Dec 18, 2006","12,446.20","12,490.70","12,428.90","12,441.30","2,373,100","12,441.30"
"Dec 11, 2006","12,306.20","12,354.60","12,297.60","12,328.50","2,138,500","12,328.50"
"Dec 4, 2006","12,195.60","12,310.00","12,195.60","12,283.90","2,706,300","12,283.90"
"Nov 27, 2006","12,279.10","12,279.50","12,110.80","12,121.70","2,367,400","12,121.70"
"Nov 20, 2006","12,340.70","12,355.20","12,302.50","12,316.50","2,289,600","12,316.50"
"Nov 13, 2006","12,097.70","12,164.70","12,084.80","12,131.90","1,940,500","12,131.90"
"Nov 6, 2006","11,985.20","12,117.70","11,984.80","12,105.60","2,112,500","12,105.60"
"Oct 30, 2006","12,089.10","12,117.20","12,049.90","12,086.50","2,062,400","12,086.50"
"Oct 23, 2006","12,116.50","12,125.20","11,971.80","12,116.90","2,576,400","12,116.90"
"Oct 16, 2006","11,961.30","11,997.30","11,945.50","11,980.60","2,174,300","11,980.60"
"Oct 9, 2006","11,849.60","11,872.90","11,813.20","11,857.80","1,779,400","11,857.80"
"Oct 2, 2006","11,679.00","11,726.90","11,658.70","11,670.40","1,980,100","11,670.40"
"Sep 25, 2006","11,509.30","11,616.50","11,486.00","11,575.80","2,679,900","11,575.80"
"Sep 18, 2006","11,560.00","11,588.40","11,528.10","11,555.00","1,926,800","11,555.00"
"Sep 11, 2006","11,389.90","11,421.30","11,342.20","11,396.80","2,160,000","11,396.80"
"Aug 28, 2006","11,285.30","11,387.80","11,273.50","11,352.00","1,808,100","11,352.00"
"Aug 21, 2006","11,380.70","11,381.00","11,322.00","11,345.10","1,962,200","11,345.10"
"Aug 14, 2006","11,089.10","11,202.70","11,079.80","11,097.90","2,058,300","11,097.90"
"Aug 7, 2006","11,239.50","11,246.00","11,190.60","11,219.40","1,697,100","11,219.40"
"Jul 31, 2006","11,218.90","11,219.10","11,178.30","11,185.70","2,261,900","11,185.70"
"Jul 24, 2006","10,868.70","11,066.00","10,868.60","11,051.10","2,693,700","11,051.10"
"Jul 17, 2006","10,739.40","10,802.70","10,714.70","10,747.40","2,516,400","10,747.40"
"Jul 10, 2006","11,091.70","11,174.50","11,090.00","11,103.60","2,077,400","11,103.60"
"Jul 3, 2006","11,149.30","11,231.30","11,149.30","11,228.00","1,347,900","11,228.00"
"Jun 26, 2006","10,990.30","11,048.70","10,973.70","11,045.30","2,027,700","11,045.30"
"Jun 19, 2006","11,014.90","11,057.60","10,907.30","10,942.10","3,770,400","10,942.10"
"Jun 12, 2006","10,892.00","10,927.10","10,790.30","10,792.60","2,424,900","10,792.60"
"Jun 5, 2006","11,247.60","11,248.80","11,040.20","11,048.70","2,549,900","11,048.70"
"May 22, 2006","11,143.40","11,175.40","11,040.10","11,125.30","3,405,900","11,125.30"
"May 15, 2006","11,380.40","11,435.30","11,333.00","11,428.80","3,005,500","11,428.80"
"May 8, 2006","11,576.40","11,603.60","11,562.00","11,584.50","3,099,200","11,584.50"
"May 1, 2006","11,367.80","11,428.40","11,329.40","11,343.30","3,659,700","11,343.30"
"Apr 24, 2006","11,346.80","11,359.70","11,305.80","11,336.30","2,320,000","11,336.30"
"Apr 17, 2006","11,137.30","11,160.00","11,039.10","11,073.80","2,397,300","11,073.80"
"Apr 10, 2006","11,119.90","11,185.50","11,117.10","11,141.30","2,073,800","11,141.30"
"Apr 3, 2006","11,113.00","11,247.90","11,113.00","11,144.90","2,784,400","11,144.90"
"Mar 27, 2006","11,280.10","11,280.50","11,229.90","11,250.10","2,262,400","11,250.10"
"Mar 20, 2006","11,278.90","11,308.40","11,259.80","11,274.50","2,474,100","11,274.50"
"Mar 13, 2006","11,067.60","11,116.70","11,056.30","11,076.00","2,510,200","11,076.00"
"Mar 6, 2006","11,022.50","11,037.10","10,929.20","10,958.60","2,925,100","10,958.60"
"Feb 27, 2006","11,062.80","11,132.60","11,061.70","11,097.60","2,686,100","11,097.60"
"Feb 13, 2006","10,915.20","10,939.90","10,849.90","10,892.30","2,443,300","10,892.30"
"Feb 6, 2006","10,793.30","10,814.50","10,771.00","10,798.30","2,631,900","10,798.30"
"Jan 30, 2006","10,908.50","10,930.50","10,887.40","10,899.90","3,236,900","10,899.90"
"Jan 23, 2006","10,668.80","10,737.00","10,666.40","10,688.80","3,660,900","10,688.80"
"Jan 9, 2006","10,959.50","11,020.20","10,944.40","11,011.90","2,482,400","11,011.90"
"Dec 19, 2005","10,875.50","10,922.40","10,825.60","10,836.50","3,311,700","10,836.50"
"Dec 12, 2005","10,778.70","10,811.70","10,735.10","10,767.80","2,541,300","10,767.80"
"Dec 5, 2005","10,877.00","10,877.00","10,810.70","10,835.00","2,373,400","10,835.00"
"Nov 28, 2005","10,932.70","10,951.90","10,881.60","10,890.70","2,593,600","10,890.70"
"Nov 21, 2005","10,766.30","10,835.30","10,761.10","10,820.30","2,502,800","10,820.30"
"Nov 14, 2005","10,686.60","10,710.10","10,674.30","10,697.20","2,112,900","10,697.20"
"Nov 7, 2005","10,531.20","10,593.40","10,520.40","10,586.20","2,412,600","10,586.20"
"Oct 31, 2005","10,403.20","10,486.70","10,403.20","10,440.10","3,200,800","10,440.10"
"Oct 24, 2005","10,216.10","10,387.00","10,216.10","10,385.00","2,636,900","10,385.00"
"Oct 17, 2005","10,287.40","10,351.00","10,269.80","10,348.10","2,428,800","10,348.10"
"Oct 10, 2005","10,293.00","10,323.10","10,237.80","10,238.80","2,365,400","10,238.80"
"Oct 3, 2005","10,569.50","10,608.60","10,523.60","10,535.50","2,391,900","10,535.50"
"Sep 26, 2005","10,420.20","10,509.20","10,410.10","10,443.60","2,343,200","10,443.60"
"Sep 19, 2005","10,641.90","10,644.60","10,521.20","10,557.60","2,335,300","10,557.60"
"Sep 12, 2005","10,678.40","10,701.80","10,664.10","10,682.90","2,011,900","10,682.90"
"Aug 29, 2005","10,396.90","10,487.50","10,349.40","10,463.10","2,029,700","10,463.10"
"Aug 22, 2005","10,559.20","10,641.20","10,524.00","10,569.90","2,155,700","10,569.90"
"Aug 15, 2005","10,599.20","10,655.10","10,557.90","10,634.40","1,733,400","10,634.40"
"Aug 8, 2005","10,557.20","10,606.00","10,524.90","10,536.90","1,858,800","10,536.90"
"Aug 1, 2005","10,641.80","10,672.40","10,610.90","10,623.20","1,927,900","10,623.20"
"Jul 25, 2005","10,651.70","10,686.50","10,591.60","10,596.50","1,902,500","10,596.50"
"Jul 18, 2005","10,640.20","10,640.20","10,575.00","10,575.00","2,062,900","10,575.00"
"Jul 11, 2005","10,449.60","10,534.20","10,449.60","10,519.70","2,254,700","10,519.70"
"Jun 27, 2005","10,298.10","10,332.10","10,253.50","10,290.80","2,205,100","10,290.80"
"Jun 20, 2005","10,621.50","10,637.60","10,562.40","10,609.10","1,731,100","10,609.10"
"Jun 13, 2005","10,503.60","10,589.20","10,474.40","10,522.60","2,056,300","10,522.60"
"Jun 6, 2005","10,461.60","10,481.00","10,431.00","10,467.00","1,702,000","10,467.00"
"May 23, 2005","10,472.80","10,560.80","10,466.10","10,523.60","2,252,900","10,523.60"
"May 16, 2005","10,139.60","10,255.30","10,138.30","10,252.30","2,172,300","10,252.30"
"May 9, 2005","10,345.40","10,384.90","10,320.10","10,384.30","2,046,000","10,384.30"
"May 2, 2005","10,192.00","10,258.40","10,188.10","10,251.70","2,396,100","10,251.70"
"Apr 25, 2005","10,158.50","10,260.20","10,158.50","10,242.50","2,312,100","10,242.50"
"Apr 18, 2005","10,088.50","10,105.40","10,020.90","10,071.30","3,012,200","10,071.30"
"Apr 11, 2005","10,462.10","10,482.20","10,438.40","10,448.60","1,927,200","10,448.60"
"Apr 4, 2005","10,401.70","10,444.30","10,356.70","10,421.10","2,938,000","10,421.10"
"Mar 28, 2005","10,444.10","10,533.60","10,440.00","10,485.70","2,138,200","10,485.70"
"Mar 21, 2005","10,629.90","10,630.50","10,534.10","10,565.40","2,545,600","10,565.40"
"Mar 14, 2005","10,773.90","10,805.50","10,754.40","10,804.50","2,370,500","10,804.50"
"Mar 7, 2005","10,940.60","10,984.50","10,931.50","10,936.90","2,291,200","10,936.90"
"Feb 28, 2005","10,842.10","10,842.10","10,730.50","10,766.20","2,881,600","10,766.20"
"Feb 14, 2005","10,795.70","10,802.30","10,773.20","10,791.10","2,153,700","10,791.10"
"Feb 7, 2005","10,715.80","10,733.50","10,699.70","10,715.80","2,180,400","10,715.80"
"Jan 31, 2005","10,428.80","10,510.20","10,428.80","10,489.90","2,980,600","10,489.90"
"Jan 24, 2005","10,393.60","10,442.90","10,368.60","10,368.60","2,591,700","10,368.60"
"Jan 10, 2005","10,603.40","10,663.70","10,582.40","10,621.00","2,341,600","10,621.00"
"Jan 3, 2005","10,783.80","10,867.40","10,710.10","10,729.40","2,706,200","10,729.40"
"Dec 27, 2004","10,828.00","10,868.10","10,776.10","10,776.10","1,701,400","10,776.10"
"Dec 20, 2004","10,652.10","10,735.30","10,652.10","10,661.60","2,986,500","10,661.60"
"Dec 13, 2004","10,543.40","10,642.50","10,543.20","10,638.30","2,575,300","10,638.30"
"Dec 6, 2004","10,591.30","10,592.00","10,526.80","10,547.10","2,186,600","10,547.10"
"Nov 29, 2004","10,520.60","10,557.40","10,417.10","10,475.90","2,476,700","10,475.90"
"Nov 22, 2004","10,455.70","10,508.00","10,432.00","10,489.40","2,404,100","10,489.40"
"Nov 15, 2004","10,541.90","10,563.00","10,517.10","10,550.20","2,664,600","10,550.20"
"Nov 8, 2004","10,385.20","10,405.70","10,361.40","10,391.30","2,580,400","10,391.30"
"Nov 1, 2004","10,028.70","10,076.60","10,010.20","10,054.40","2,670,400","10,054.40"
"Oct 25, 2004","9,757.20","9,777.90","9,708.40","9,750.00","2,333,700","9,750.00"
"Oct 18, 2004","9,933.00","9,960.20","9,861.60","9,956.30","2,278,400","9,956.30"
"Oct 11, 2004","10,056.10","10,098.80","10,056.10","10,082.00","1,571,800","10,082.00"
"Oct 4, 2004","10,191.40","10,270.40","10,191.40","10,216.50","2,531,900","10,216.50"
"Sep 27, 2004","10,046.70","10,046.70","9,985.40","9,988.50","1,987,100","9,988.50"
"Sep 20, 2004","10,283.90","10,283.90","10,187.20","10,204.90","2,223,600","10,204.90"
"Sep 13, 2004","10,306.70","10,348.40","10,292.60","10,314.80","2,032,000","10,314.80"
"Aug 30, 2004","10,193.80","10,196.80","10,122.50","10,122.50","1,148,500","10,122.50"
"Aug 23, 2004","10,111.10","10,131.10","10,068.00","10,073.10","1,445,000","10,073.10"
"Aug 16, 2004","9,825.40","9,967.10","9,825.40","9,954.60","1,763,900","9,954.60"
"Aug 9, 2004","9,816.10","9,858.70","9,811.10","9,814.70","1,483,200","9,814.70"
"Aug 2, 2004","10,138.50","10,203.60","10,101.40","10,179.20","1,773,300","10,179.20"
"Jul 26, 2004","9,964.70","10,003.80","9,913.90","9,961.90","2,212,400","9,961.90"
"Jul 19, 2004","10,141.00","10,148.60","10,063.30","10,094.10","1,983,800","10,094.10"
"Jul 12, 2004","10,211.80","10,257.10","10,162.20","10,238.20","1,555,200","10,238.20"
"Jun 28, 2004","10,377.50","10,464.40","10,337.70","10,357.10","2,311,000","10,357.10"
"Jun 21, 2004","10,417.80","10,440.10","10,363.40","10,371.50","1,753,000","10,371.50"
"Jun 14, 2004","10,401.20","10,401.30","10,307.10","10,334.70","1,665,300","10,334.70"
"Jun 7, 2004","10,243.30","10,391.20","10,243.30","10,391.10","1,724,900","10,391.10"
"May 24, 2004","9,968.00","10,045.50","9,927.10","9,958.40","1,870,000","9,958.40"
"May 17, 2004","10,009.90","10,009.90","9,862.80","9,906.90","1,996,600","9,906.90"
"May 10, 2004","10,116.30","10,116.30","9,932.70","9,990.00","2,721,300","9,990.00"
"May 3, 2004","10,227.30","10,329.10","10,227.10","10,314.00","1,988,300","10,314.00"
"Apr 26, 2004","10,472.90","10,512.80","10,418.10","10,444.70","1,830,400","10,444.70"
"Apr 19, 2004","10,451.60","10,451.80","10,399.50","10,437.90","1,733,400","10,437.90"
"Apr 12, 2004","10,444.40","10,526.30","10,443.80","10,515.60","1,421,900","10,515.60"
"Apr 5, 2004","10,470.60","10,558.70","10,465.60","10,558.40","1,821,300","10,558.40"
"Mar 29, 2004","10,212.90","10,350.50","10,212.90","10,329.60","1,971,500","10,329.60"
"Mar 22, 2004","10,185.90","10,186.20","10,012.20","10,064.80","2,489,300","10,064.80"
"Mar 15, 2004","10,238.50","10,241.10","10,092.50","10,102.90","2,191,500","10,102.90"
"Mar 8, 2004","10,595.40","10,634.30","10,526.90","10,529.50","1,993,000","10,529.50"
"Mar 1, 2004","10,582.30","10,695.60","10,582.20","10,678.10","1,850,300","10,678.10"
"Feb 23, 2004","10,619.60","10,645.00","10,560.40","10,609.60","2,299,500","10,609.60"
"Feb 9, 2004","10,592.00","10,618.50","10,564.40","10,579.00","1,607,200","10,579.00"
"Feb 2, 2004","10,487.80","10,569.00","10,434.70","10,499.20","2,248,000","10,499.20"
"Jan 26, 2004","10,568.00","10,705.20","10,561.90","10,702.50","1,861,700","10,702.50"
"Jan 12, 2004","10,461.60","10,491.60","10,444.20","10,485.20","1,979,600","10,485.20"
"Jan 5, 2004","10,411.90","10,544.10","10,411.90","10,544.10","2,212,900","10,544.10"
